id,flood_id,country,event_location,event_dates,language_detected,url,page_title,text_snippet,pipeline_prediction,flood_term_hits,impact_term_hits,location_term_hits,word_count,label,notes
181,256,Venezuela (Bolivarian Republic of),Zulia State,2019-10-05 → 2019-10-15,spa,https://www.lapatilla.com/2013/10/25/angel-monagas-lo-que-dice-un-ex-espia-cubano-sobre-la-muerte-de-hugo-chavez/,Angel Monagas: Lo que dice un ex espía cubano sobre la muerte de Hugo Chávez - LaPatilla.com,"JUAN ALVARO ROSALBAL GONZALEZ, agente desertor de la Inteligencia Secreta Cubana, es el mismo que en el 2000 acudió al TSJ y señalo una serie de hechos relacionados con la tramitación de una solicitud de asilo político ante la Cancillería venezolana a su favor renunciando a sus derechos y deberes como ciudadano de la República de Cuba, en razón de considerarse “Perseguido Político” de este último Gobierno. Narra en su exposición de los hechos que a los fines de contar con el apoyo de los venezolanos, el hizo públicas sus intenciones de solicitar asilo a través de los medios de comunicación. Su…",pipeline_yes,2,1,1,2021,0,
182,255,United States of America,"Fayette, Grimes, Harris, Parker counties, Houston districts (Texas province)",2016-04-16 → 2016-04-19,eng,http://www.kktv.com/blogs/talkweather/25799944.html,Dolly Update (7/23/08),"Dolly has undergone some major strengthening this morning and is now a low-end Category 2 hurricane. Sustained winds near the eyewall are up to 100mph and bands of very heavy rain have moved onshore. Dolly will make landfall sometime around noon local time near South Padre Island and Port Isabel, TX, about 25 northeast of Brownsville, TX. Areas along the Southeast Texas coastline will experience 4 to 8 foot storm surge as Dolly moves onshore. Dolly is a slow-mover, so flooding rains are a given across extreme South Texas and extreme Northeast Mexico. As much as 15 inches of rain will be possib…",pipeline_boundary,2,0,1,220,1,
183,248,United States of America,"East and West Canton (Van Zandt county) (Texas); Kampville (St Charles) (Missouri); Logan, Marion, Miles Station (Macoupin), Sumner (Lawrence), Pawnee (Sangamon) (Illinois); Natural Dam (Crawford), Mississipi, Clay (Arkansas); Oak ridge (Morehouse) (Louisiana) ; Labette (Kansas); Cameron (Le Flore) (Oklahoma); Goshen (Oldham) (Kentucky) ; Ohio; Pennsylvania; West Virginia ; Mississipi ; Alabama ; Tennesse ; Indiana",2017-04-28 → 2017-05-01,eng,http://www.pilotonline.com/app/media/content/pilotonline/2014/04/marvel/marvel.html,"How the Chesapeake Bay Bridge-Tunnel was built, 50 years ago","Half a century ago, 2,000 workers crossed 17 miles of water with concrete, steel and rock. Seven would die. The others lived to tell of ferocious storms and hard-charging men. This is their tale. The generator chugged to a stop as a young man in an aluminum hard hat and red-orange life vest cut the engine. Bill Craft liked to do this when he could. It quieted his workspace, which amounted to a plywood-decked, steel platform on four legs in the middle of the Chesapeake Bay. The entire structure twisted gently in the current. Seagulls looking for food squawked overhead. Craft took in the view as…",pipeline_no,1,6,5,4461,0,
184,253,Costa Rica,"Sarapiqui district (Heredia province); San Carlos district (Alajuela province); Turrialba district (Cartago province); Pococi, Talamanca districts (Limon province)",2015-06-27 → 2015-07-09,spa,http://www.gaceta.go.cr/pub/2013/04/12/COMP_12_04_2013.html,LA GACETA N° 70 DEL 12 DE ABRIL DEL 2013,"Y EL MINISTRO DE JUSTICIA Y PAZ Con fundamento en lo dispuesto en los artículos 140, inciso 18) y 146 de Considerando: I.—Que el artículo 32 de II.—Que III.—Que los fines que persigue “Acoger a las niñas abandonadas (de la calle y en la calle), necesitadas de educación preventiva, es decir, según el método de San Juan Bosco y de Santa María Mazzarello, basado en la razón la religión y el amor-amabilidad (…), además son fines de la asociación: a) Ofrecer a las niñas un ambiente donde el sereno clima de familia, el respeto, la acogida, el cariño y las relaciones interpersonales, favorezcan su cr…",pipeline_yes,3,3,7,32540,0,
185,235,United States of America,"Texas, Oklahoma, Colorado, Arkansas, Kansas, Louisiana, Georgia, Ohio, South Carolina",2015-05-23 → 2015-05-30,eng,http://www.propublica.org/about/pr-new-team-jun5-2008,More Top Reporters Joining ProPublica - About Us - ProPublica,"More Top Reporters Joining ProPublica Latest Recruits Come from Leading Newspapers, Web Sites New York, NY (June 5, 2008)— ProPublica, a non-profit newsroom producing journalism in the public interest, today announced seven more additions to its news staff. Robin Fields, formerly an investigative reporter at the Los Angeles Times, is a senior reporter at ProPublica. Jennifer LaFleur of the Dallas Morning News will be director of computer-assisted reporting. Jake Bernstein of The Texas Observer, Michael Grabell of the Dallas Morning News, Paul Kiel of TPMmuckraker and A.C. Thompson are joining …",pipeline_no,1,1,6,909,0,
186,252,Uruguay,"All departments Artigas, Canelones, Cerro Largo, Colonia, Durazno, Flores, Florida, Lavalleja, Montevideo, Paysandu, Rio Negro, Rivera, Rocha, Salto, San Jose, Soriano (Dolores, Cadol, Barrio Paris, Centro and Altos de Dolores), Tacuarembo, Treinta Y Tres provinces",2016-04-12 → 2016-05-11,spa,http://www.lr21.com.uy/deportes/101525-exitoso-cierre-de-curso-de-kinesiologia-deportiva,Exitoso cierre de curso de kinesiología deportiva - Noticias Uruguay LARED21,"El pasado lunes culminó con gran suceso el primer curso de kinesiología deportiva desarrollado en el Club Juventus, en el que un importante número de alumnos recibió las “primeras nociones” sobre esta trascendente disciplina. Aunque la temática del curso transitó por diversas técnicas a lo largo de tres meses, los primeros egresados coincidieron en el acto de cierre en que continuarán el aprendizaje cuando se inicien los cursos de 2003. La idea impulsada por la institución de la calle Colonia casi Río Negro tiene como docentes al presidente de la Asociación de Kinesiólogos del Uruguay, Alvaro …",pipeline_no,1,0,3,148,0,
187,248,United States of America,"East and West Canton (Van Zandt county) (Texas); Kampville (St Charles) (Missouri); Logan, Marion, Miles Station (Macoupin), Sumner (Lawrence), Pawnee (Sangamon) (Illinois); Natural Dam (Crawford), Mississipi, Clay (Arkansas); Oak ridge (Morehouse) (Louisiana) ; Labette (Kansas); Cameron (Le Flore) (Oklahoma); Goshen (Oldham) (Kentucky) ; Ohio; Pennsylvania; West Virginia ; Mississipi ; Alabama ; Tennesse ; Indiana",2017-04-28 → 2017-05-01,eng,http://www.9news.com/about-us/team-bios/eddie-randle/415532168,Eddie Randle | 9news.com,"I joined 9NEWS as an evening news reporter in January of 2017 after spending three and a half years covering news in Tulsa, OK. There I reported on several tornadoes, massive floods, and the redevelopment of one of Oklahoma’s oldest industrial cities. Before moving to green country I spent four years working at the station I grew up watching, KFDX3 News in Wichita Falls, TX. Some may say I have a love for severe weather since I spent so many years in Tornado alley, but I am happy to trade in storms for snow. As a kid I always knew I wanted to be a journalist. My first taste of it came when I b…",pipeline_boundary,2,0,1,264,0,
188,248,United States of America,"East and West Canton (Van Zandt county) (Texas); Kampville (St Charles) (Missouri); Logan, Marion, Miles Station (Macoupin), Sumner (Lawrence), Pawnee (Sangamon) (Illinois); Natural Dam (Crawford), Mississipi, Clay (Arkansas); Oak ridge (Morehouse) (Louisiana) ; Labette (Kansas); Cameron (Le Flore) (Oklahoma); Goshen (Oldham) (Kentucky) ; Ohio; Pennsylvania; West Virginia ; Mississipi ; Alabama ; Tennesse ; Indiana",2017-04-28 → 2017-05-01,eng,http://www.denverpost.com/2005/09/02/feds-slow-response-is-confounding-in-la/,Feds’ slow response is confounding in La. – The Denver Post,"Under fire for the federal government’s weak reaction to the destruction and suffering in New Orleans, President George W. Bush has said that no one could have foreseen the fury of Hurricane Katrina’s assault on the Gulf Coast. Surely he knows better. In fact, there were numerous warnings of what could occur in New Orleans when – not if – a major hurricane struck. The real surprise wasn’t the power of Katrina but the torpor and ineptness displayed by federal officials in the years leading up to this week’s disaster as well as the inexplicably slow start in mobilizing assistance in the hurrican…",pipeline_yes,6,6,5,883,1,
189,268,United States of America,"Dickson, Humphrey, and Hickman Counties (Tennessee)",2021-08-21 → 2021-08-22,eng,https://www.kuow.org/stories/going-cashless-the-ins-and-outs-of-living-a-plastic-life,KUOW - What are the true costs of going cashless? Jobs?,"What are the true costs of going cashless? Jobs? Some modern customers can remember the days in line at a grocery store and seeing someone ahead of you take out the dreaded checkbook. That checkbook meant something. It meant more waiting as the person filled it out, signed it, handed it over for it to be inspected. Perhaps their ID had to be documented for extra security. It was a time-sucking pain. But some see using cash as the modern equivalent of this consumer pet peeve – good old green money. It turns out, cash is no longer king; it’s an inconvenience. But hold up. Tech isn't always what …",pipeline_no,1,0,3,983,0,
190,228,Mexico,"Chiapas, Tabasco, Veracruz",2020-11-09 → 2020-11-10,spa,https://www.tabascohoy.com/confirma-aalh-el-deceso-de-9-personas-por-inundaciones-en-tabasco/,Confirma AALH el deceso de 9 personas por inundaciones en Tabasco - Tabasco HOY,"TABASCO.- El gobernador del estado, Adán Augusto López Hernández, confirmó el deceso de nueve personas tras las recientes inundaciones en el estado de Tabasco. Aunque no especificó de quién se trata la defunción más reciente, se sabe que de las nueve una corresponde a un menor de edad, quien falleció al caer de un cayuco junto a su abuelito. Finalmente, el mandatario dijo desconocer la cifra total de damnificados en el estado, “todavía no tenemos el tota de personas afectadas con las lluvias e inundaciones”. Las inundaciones ocasionadas por las torrenciales lluvias del frente frío número 11 y …",pipeline_yes,3,4,1,122,1,
191,252,Uruguay,"All departments Artigas, Canelones, Cerro Largo, Colonia, Durazno, Flores, Florida, Lavalleja, Montevideo, Paysandu, Rio Negro, Rivera, Rocha, Salto, San Jose, Soriano (Dolores, Cadol, Barrio Paris, Centro and Altos de Dolores), Tacuarembo, Treinta Y Tres provinces",2016-04-12 → 2016-05-11,spa,http://www.lr21.com.uy/comunidad/181027-medidas-de-prevencion-sanitaria-para-estas-vacaciones-de-invierno,Medidas de prevención sanitaria para estas vacaciones de invierno - Noticias Uruguay LARED21,"El Ministerio de Salud Pública (MSP) mantiene una profunda preocupación por la expansión del Aedes aegipty en la zona del litoral del país, así como por el síndrome pulmonar por hantavirus, y el aumento de casos de intoxicación por monóxido de carbono. El hantavirus está presente en el ratón de campo, localizado en áreas rurales, y se transmite por inhalar aerosoles formados a partir de polvo que contiene secreciones o excreciones del roedor, contrayéndola al respirar ambientes contaminados. El contacto con la orina, excrementos o nidos, también es motivo de contagio. Los síntomas son fiebre m…",pipeline_boundary,2,0,6,303,0,
192,255,United States of America,"Fayette, Grimes, Harris, Parker counties, Houston districts (Texas province)",2016-04-16 → 2016-04-19,eng,http://www.statesman.com/weblogs/the-reader/2013/dec/04/humanities-texas-holds-holiday-book-fair-benefit-d/,"Humanities Texas holds Holiday Book Fair benefit Dec. 7
 | www.statesman.com","Humanities Texas, the state affiliate of the National Endowment for the Humanities, is holding its fifth annual Holiday Book Fair Dec. 7 from 10 a.m. to 1 p.m. at the Byrne-Reed House (1410 Rio Grande St.). This year, The Austin Project is helping the organization give all proceeds to Austin flood victims. Participating authors include Bill Minutaglio, Steven Harrigan, Nick Kotz, Joe Nick Patoski, Chase Untermeyer, Jesús F. de la Teja, Jerome Loving, Ricardo C. Ainslie, Sarah Cortez and Nan Cuba. Authors will visit with holiday shoppers and sign copies of their latest books, which Humanities T…",pipeline_yes,2,1,1,143,0,
193,253,Costa Rica,"Sarapiqui district (Heredia province); San Carlos district (Alajuela province); Turrialba district (Cartago province); Pococi, Talamanca districts (Limon province)",2015-06-27 → 2015-07-09,spa,http://www.gaceta.go.cr/pub/2010/03/29/COMP_29_03_2010.html,LA GACETA Nº 61 DEL 29 DE MARZO DEL 2010,"LA GACETA Nº 61 DEL 29 DE MARZO DEL 2010 EL PRESIDENTE DE LA REPÚBLICA Y EL MINISTRO DE LA PRESIDENCIA Con fundamento en lo dispuesto en los artículos 118 y 140 inciso 5) y 14), de la Constitución Política. Decretan: Artículo 1º—Retírase del conocimiento de sesiones extraordinarias de la Asamblea Legislativa los siguientes Proyectos de Ley: EXPEDIENTE N.° 14.836. Modificación de varios artículos de la Ley N° 7744, concesión y operación de Marinas Turísticas. EXPEDIENTE N.° 16.790. Reforma a varias leyes sobre la participación de la Contraloría General de la República para la simplificación y e…",pipeline_boundary,4,0,9,53842,0,
194,228,Mexico,"Chiapas, Tabasco, Veracruz",2020-11-09 → 2020-11-10,spa,https://www.alcalorpolitico.com/edicion/inicio.html,Al Calor Político - El mejor periódico de Veracruz en línea,"Todas/os alineadas/os | |||| | Foto: Patricia Barradas | |||| | Ver más imágenes | |||| Xalapa, Ver., 27 de noviembre de 2020.- La secretaria de Trabajo, Previsión Social y Productividad, Diana Aróstegui Carballo compareció la tarde de este viernes, como parte de la glosa del Segundo Informe del gobernador Cuitláhuac García. | |||| | - Solicitudes de trabajadores agrícolas al subprograma de movilidad subieron 37% este 2020 | |||| | - Dependencia emitió casi 5 mil fallos en justicia laboral durante este año | |||| | - Recursos para campesinos llevan “desfase” con ciclos agrícolas de Veracruz | …",pipeline_yes,3,7,2,12194,0,
195,228,Mexico,"Chiapas, Tabasco, Veracruz",2020-11-09 → 2020-11-10,spa,https://www.chiapasparalelo.com/noticias/chiapas/2020/07/investigacion-explica-por-que-las-inundaciones-son-tan-frecuentes-en-san-cristobal-de-las-casas/?replytocom=123463,Investigación explica por qué las inundaciones son tan frecuentes en San Cristóbal de las Casas | Chiapasparalelo,"Investigación explica por qué las inundaciones son tan frecuentes en San Cristóbal de las Casas *Recientemente, en junio, las lluvias ocasionadas por “Cristóbal” golpeaba el estado. Sin embargo, en la historia, Chiapas ha sigo blanco de desastres naturales que han sido recopilados por expertos. Hace poco más de un mes, la tormenta tropical “Cristóbal” tocaba tierras chiapanecas, trayendo consigo intensas lluvias que terminaron causando estragos en diversas partes del estado. De acuerdo con información de Protección Civil, San Cristóbal de las Casas, fue uno de los municipios afectados por los …",pipeline_yes,3,1,1,525,0,
196,229,United States of America,"Mississippi, Missouri, Kentucky, Tennessee, Arkansas, Alabama, Illinois, Indiana, Louisiana provinces",2015-12-15 → 2016-01-06,eng,http://www.pbs.org/about/blogs/news/pbs-announces-new-fall-season-lineup/,PBS Announces New Fall Season Lineup | PBS About,"PBS Announces New Fall Season Lineup Posted by – Highlights Include THE ROOSEVELTS: AN INTIMATE HISTORY From Ken Burns, HOW WE GOT TO NOW WITH STEVEN JOHNSON – – Returning Favorites Include Expanded Season of the PBS Arts Fall Festival, Second Seasons of FINDING YOUR ROOTS, MAKERS – ARLINGTON, VA; May 8, 2014 (updated August 12, 2014) -- PBS this fall offers an expansive fall primetime lineup that launches with the premiere of Ken Burns’s seven-part series THE ROOSEVELTS: AN INTIMATE HISTORY and introduces HOW WE GOT TO NOW, a new “Think Wednesday” series hosted by the popular American science…",pipeline_yes,3,1,7,5665,0,
197,229,United States of America,"Mississippi, Missouri, Kentucky, Tennessee, Arkansas, Alabama, Illinois, Indiana, Louisiana provinces",2015-12-15 → 2016-01-06,eng,http://www.npr.org/2008/04/17/89698695/broncos-and-boudin-the-angola-prison-rodeo?ft=1&f=5252035,Broncos and Boudin: The Angola Prison Rodeo : NPR,"Broncos and Boudin: The Angola Prison Rodeo Angola Prison Tales Music in This Story ""Born on the Bayou"" by Creedence Clearwater Revival, from Bayou Country, Fantasy Records ""What is Success,"" Allen Toussaint, The Allen Toussaint Collection, Warner Bros. Records ""Tipitina and Me,"" Allen Toussaint, Our New Orleans, Nonesuch Records ""I'm Lonesome Blues,"" Robert Pete Williams, Angola Prisoners' Blues, Arhoolie Records ""Back Water Blues,"" Irma Thomas, Our New Orleans, Nonesuch Records ""Come on in My Kitchen,"" Cassandra Wilson, Blue Light 'Til Dawn, Blue Note Records More from Hidden Kitchens It was…",pipeline_yes,2,1,6,1515,0,
198,252,Uruguay,"All departments Artigas, Canelones, Cerro Largo, Colonia, Durazno, Flores, Florida, Lavalleja, Montevideo, Paysandu, Rio Negro, Rivera, Rocha, Salto, San Jose, Soriano (Dolores, Cadol, Barrio Paris, Centro and Altos de Dolores), Tacuarembo, Treinta Y Tres provinces",2016-04-12 → 2016-05-11,spa,http://www.elpais.com.uy/informacion/armas-lluvia-criticas-huidobro.html,Armas: lluvia de críticas a Huidobro | Noticias Uruguay y el Mundo actualizadas - Diario EL PAIS Uruguay,"Estalló la polémica Armas: lluvia de críticas a Huidobro En el Frente Amplio sugieren a Vázquez la remoción del ministro de Defensa Nacional. Otra vez en la izquierda hacen cola para pegarle al ministro de Defensa, Eleuterio Fernández Huidobro, y hasta se animan a sugerir su remoción, luego de que se mostrara partidario de que la población se arme para defenderse, incluso del gobierno. “Para mí la tenencia de armas es un atributo de la libertad”, dijo entrevistado por el programa “Quién es quién” de Diamante FM. El primero en salir al cruce fue el ministro del Interior, Eduardo Bonomi (MPP), a…",pipeline_boundary,2,0,2,898,0,
199,229,United States of America,"Mississippi, Missouri, Kentucky, Tennessee, Arkansas, Alabama, Illinois, Indiana, Louisiana provinces",2015-12-15 → 2016-01-06,eng,http://www.pbs.org/newshour/bb/news-wrap-car-bomb-kills-insurgents-iraq/,News Wrap: Accidental explosion kills insurgents in Iraq | PBS NewsHour,"News Wrap: Accidental car bomb explosion kills insurgents in Iraq [Sorry, the video for this story has expired, but you can still read the transcript below. ] JUDY WOODRUFF: Businesses have won a second major delay in complying with the president’s health care law. The Treasury Department today announced that medium-sized companies with 50 to 99 employees will get an extra year, until January 2016, before facing tax penalties. Larger firms still have to comply next year, but only for 70 percent of full-time workers. Companies with fewer than 50 workers remain exempt. We will explore what’s beh…",pipeline_yes,8,3,2,1208,0,
200,253,Costa Rica,"Sarapiqui district (Heredia province); San Carlos district (Alajuela province); Turrialba district (Cartago province); Pococi, Talamanca districts (Limon province)",2015-06-27 → 2015-07-09,eng,http://news.co.cr/author/marcel-evans/,"Marcel Evans, Author at Costa Rica Star News","Mobile app Wigo has become a hot topic of discussion among college students and it is the pet project of Ben Kaplan, the 23 year old college dropout. Wigo (Who is Going Out) is an application that helps college students to find out where their friends are going to meet up (study, meet up and do anything). Students have to sign up on the products website and download the highly popular app. Youngsters say that Wigo is similar to Yik Yak, the anonymous social media application available for iOS and Android. In an interview with Business Insider, developer of the… How can I develop the skills of …",pipeline_yes,3,4,4,3000,0,
201,228,Mexico,"Chiapas, Tabasco, Veracruz",2020-11-09 → 2020-11-10,spa,https://www.chiapasparalelo.com/noticias/chiapas/2020/11/zoques-piden-no-abandonarlos-para-no-repetir-una-tragedia-similar-a-la-erupcion-del-chichonal/,Zoques piden no abandonarlos para no repetir una tragedia similar a la erupción del Chichonal | Chiapasparalelo,"Zoques piden no abandonarlos para no repetir una tragedia similar a la erupción del Chichonal *Exhortaron a los gobiernos a que se cambie, de manera urgente, la política de atención a los pueblos zoques del norte de Chiapas, basado en un trato justo, prioritario, incluyente, consensuado e igualitario. Organizaciones integrantes de pueblos zoques de la región del norte del Estado denuncian que, ante las lluvias torrenciales que azotan al territorio, en donde al menos por veintidós días se ha registrado una constante lluvia, siendo once acompañadas de fuertes vientos, alertaron que los caminos, …",pipeline_yes,5,1,2,598,0,
202,248,United States of America,"East and West Canton (Van Zandt county) (Texas); Kampville (St Charles) (Missouri); Logan, Marion, Miles Station (Macoupin), Sumner (Lawrence), Pawnee (Sangamon) (Illinois); Natural Dam (Crawford), Mississipi, Clay (Arkansas); Oak ridge (Morehouse) (Louisiana) ; Labette (Kansas); Cameron (Le Flore) (Oklahoma); Goshen (Oldham) (Kentucky) ; Ohio; Pennsylvania; West Virginia ; Mississipi ; Alabama ; Tennesse ; Indiana",2017-04-28 → 2017-05-01,eng,http://www.denverpost.com/2010/08/16/border-debate-set-ablaze-by-blog-rumors-of-ranch-takeovers/,Border debate set ablaze by blog rumors of ranch takeovers – The Denver Post,"EL PASO — The ominous reports have zinged around the Internet for weeks, raising fresh fears about border security: Armed members of the notorious Mexican criminal group, the Zetas, seized two ranches near Laredo, Texas. But law enforcement officials say the reports are false. The latest incident, officials say, is one more cautionary tale of how bloggers are trying to influence the border-security agenda by fanning fears based on stories that are going viral without first being thoroughly reported or confirmed. The latest rumor began swirling the weekend of July 24, when editors and others re…",pipeline_no,1,0,5,313,0,
203,252,Uruguay,"All departments Artigas, Canelones, Cerro Largo, Colonia, Durazno, Flores, Florida, Lavalleja, Montevideo, Paysandu, Rio Negro, Rivera, Rocha, Salto, San Jose, Soriano (Dolores, Cadol, Barrio Paris, Centro and Altos de Dolores), Tacuarembo, Treinta Y Tres provinces",2016-04-12 → 2016-05-11,spa,http://www.lr21.com.uy/comunidad/1013569-patentes-montevideo-descuenta-20-por-pago-contado-las-demas-10,"Patente “única”: Montevideo descuenta el 20% por pago contado, las demás 10% - Noticias Uruguay LARED21","En caso que el tributario pague en cuotas, igual tendrá un descuento del 10%. Montevideo unifica el valor que pagan los taxímetros a los que descontará un 5% este año con relación al anterior: 4.979 pesos será el valor único para los vehículos que prestan servicio en el transporte urbano de pasajeros. También se fijó en 14.643 pesos, el máximo a pagar por año, de parte de las camionetas asignadas al transporte de escolares. Nueva modalidad Otra de las novedades interesantes de las últimas horas en torno al sistema único surgió en la Intendencia de Río Negro. La comuna ya no cobrará más en form…",pipeline_boundary,2,0,2,177,0,
204,253,Costa Rica,"Sarapiqui district (Heredia province); San Carlos district (Alajuela province); Turrialba district (Cartago province); Pococi, Talamanca districts (Limon province)",2015-06-27 → 2015-07-09,spa,http://www.gaceta.go.cr/pub/2011/02/02/COMP_02_02_2011.html,LA GACETA Nº 23 DEL 2 DE FEBRERO DEL 2011,"Y EL MINISTRO DE JUSTICIA Y PAZ Con fundamento en lo dispuesto en los artículos 140, incisos 3) y 18) y 146 de Considerando: 1º—Que 2º—Que mediante el Decreto Nº 24333-MP del veintitrés de mayo de mil novecientos noventa y cinco se confiere dicha potestad de nombrar a un miembro de 3º—Que el Poder Ejecutivo, considera de suma importancia emitir los nuevos lineamientos generales que sirvan para adecuar la actuación del representante del Poder Ejecutivo ante las Fundaciones. 4º—Que en fecha veintinueve de mayo del dos mil uno se emitió por medio del Decreto Ejecutivo Nº 29744-J el Reglamento al …",pipeline_yes,2,1,3,10832,0,
205,229,United States of America,"Mississippi, Missouri, Kentucky, Tennessee, Arkansas, Alabama, Illinois, Indiana, Louisiana provinces",2015-12-15 → 2016-01-06,eng,https://www.propublica.org/about/staff/lena_groeger,Officers and Staff - About Us - ProPublica,"Officers & Staff Officers Stephen Engelberg, Editor-in-Chief Stephen Engelberg was the founding managing editor of ProPublica from 2008-2012, and became editor-in-chief on January 1, 2013. He came to ProPublica from The Oregonian in Portland, where he had been a managing editor since 2002. Before joining The Oregonian, Mr. Engelberg worked for The New York Times for 18 years, including stints in Washington, D.C., and Warsaw, Poland, as well as in New York. He is a member of the Pulitzer Prize Board and of the Board of Directors of the American Society of News Editors. After beginning his caree…",pipeline_no,1,2,4,1395,0,
206,229,United States of America,"Mississippi, Missouri, Kentucky, Tennessee, Arkansas, Alabama, Illinois, Indiana, Louisiana provinces",2015-12-15 → 2016-01-06,eng,http://www.texastribune.org/2000/05/29/governing-on-eggshells/,Governing on Eggshells | The Texas Tribune,"It's quiet in Texas politics and government at the moment, but only part of that can be attributed to the annual lull that comes with summer. Much of it is a result of presidential politics. Like small children wearing their best clothes and feeling the presence of their elders' eyes on their every move, elected and non-elected officials in state government are sitting quietly with their hands folded, taking care to stir nothing, to raise no dust, to do anything that might reflect poorly on the way that the GOP's nominee-apparent, Gov. George W. Bush, is running things. If you expect that to c…",pipeline_yes,2,2,2,4262,0,
207,229,United States of America,"Mississippi, Missouri, Kentucky, Tennessee, Arkansas, Alabama, Illinois, Indiana, Louisiana provinces",2015-12-15 → 2016-01-06,eng,http://www.pbs.org/newshour/bb/military-jan-june06-nationalguard_05-17/,Immigration Plan Places New Demands on National Guard | PBS NewsHour,"Immigration Plan Places New Demands on National Guard [Sorry, the video for this story has expired, but you can still read the transcript below. ] JUDY WOODRUFF, NewsHour Special Correspondent: Members of Congress peppered the Pentagon’s top brass today with questions about President Bush’s plan to use 6,000 National Guard troops to help secure the U.S.-Mexico border. During a hearing, West Virginia Senator Robert Byrd pressed Lieutenant General Steven Blum, chief of the National Guard Bureau, for more details. SEN. ROBERT BYRD (D), West Virginia: Let me ask you, how do we know that these depl…",pipeline_yes,2,2,7,3489,0,
208,229,United States of America,"Mississippi, Missouri, Kentucky, Tennessee, Arkansas, Alabama, Illinois, Indiana, Louisiana provinces",2015-12-15 → 2016-01-06,eng,http://www.propublica.org/article/class-action-suit-filed-after-katrina-hospital-deaths-settled-for-25-millio,Class-Action Suit Filed After Katrina Hospital Deaths Settled for $25 Million - ProPublica,"Class-Action Suit Filed After Katrina Hospital Deaths Settled for $25 Million The agreement ends the action against Tenet Healthcare brought by families of people who said Memorial Medical Center in New Orleans was ill-prepared for a hurricane. A New Orleans judge gave preliminary approval today to a settlement agreement that would end a class-action lawsuit against one of the nation's largest publicly owned health care companies. Under the terms of the deal, Tenet Healthcare Corporation and a subsidiary will pay $25 million to patients and visitors trapped at Memorial Medical Center after Hur…",pipeline_yes,2,7,1,668,1,
209,252,Uruguay,"All departments Artigas, Canelones, Cerro Largo, Colonia, Durazno, Flores, Florida, Lavalleja, Montevideo, Paysandu, Rio Negro, Rivera, Rocha, Salto, San Jose, Soriano (Dolores, Cadol, Barrio Paris, Centro and Altos de Dolores), Tacuarembo, Treinta Y Tres provinces",2016-04-12 → 2016-05-11,spa,http://www.uypress.net/uc_40581_1.html,Todo lo que quería saber de la nueva planta regasificadora y  no se animaba a preguntar -- uy.press / Agencia uruguaya de noticias,"MONTEVIDEO (Uypress) – Uruguay tendrá una planta de regasificación que cambiará la matriz energética del país y bajará los costos de la energía para empresas y hogares. Aquí van preguntas y respuestas de todo el proceso de decisión de estas obras. ¿Cómo se llevó a cabo la licitación? Se llevó a cabo una licitación privada internacional entre un grupo de oferentes previamente calificados. Con fecha 1 de noviembre de 2012, Gas Sayago (GSSA) invitó a los cuatro oferentes previamente calificados, a participar en una licitación privada internacional cerrada bajo la modalidad BOOT (Build, Own, Opera…",pipeline_yes,4,2,3,3371,0,
210,228,Mexico,"Chiapas, Tabasco, Veracruz",2020-11-09 → 2020-11-10,eng,https://mexiconewsdaily.com/news/donations-from-as-far-as-europe-go-to-aid-flood-victims-in-south/,Donations from as far as Europe go to aid flood victims in south,"As residents across Tabasco and Chiapas continue to struggle with the effects of flooding, donations have begun to pour in — not only from Mexico but from as far away as Europe. The DIF family services agency of Tamaulipas has sent 20 tonnes of food, clothes, and cleaning and sanitary supplies donated by Tamaulipas residents to aid thousands of Tabasco families left homeless and without possessions in shelters and in small communities where residents did not or could not leave their homes. According to Mexico City Mayor Claudia Sheinbaum, the capital has sent 67 civil servants — 40 0f them cit…",pipeline_yes,4,2,4,340,1,
211,228,Mexico,"Chiapas, Tabasco, Veracruz",2020-11-09 → 2020-11-10,spa,https://www.chiapasparalelo.com/noticias/chiapas/2013/08/juan-sabines-celebrando-hoy-con-ex-funcionarios-de-su-gabinete/?replytocom=69,"Juan Sabines celebrando hoy, con ex funcionarios de su gabinete | Chiapasparalelo","Juan Sabines celebrando hoy, con ex funcionarios de su gabinete El polémico ex gobernador Juan Sabines Guerrero, a quien se le cuestiona por la crisis económica en la que dejó sumergido a Chiapas, celebró este día su cumpleaños, en una reunión que se llevó a cabo en la ciudad de Acapulco, Guerrero, en compañía de quienes fueron parte de su gabinete de gobierno. Su esposa Isabel aguilera, ex dirigente del Partido Orgullo Chiapas, fundado por la familia Sabines, difundió a través de su cuenta de twitter (@IsabelAguilera) la imagen que lleva la leyenda “Celebrabrando en familia el cumpleaños de J…",pipeline_boundary,2,0,1,298,0,
